,created_at,positive,neutral,negative,count
13,2021-11-04 13,0.0626086956521739,0.9087826086956522,0.02860869565217391,23
14,2021-11-04 14,0.05399999999999999,0.8794705882352941,0.007705882352941177,17
15,2021-11-04 15,0.04321428571428571,0.9567857142857142,0.0,14
16,2021-11-04 16,0.0886,0.8948,0.016599999999999997,10
17,2021-11-04 17,0.030545454545454546,0.9549090909090908,0.014545454545454545,11
18,2021-11-04 18,0.030699999999999998,0.9233,0.046,10
19,2021-11-04 19,0.04,0.9359999999999999,0.024,8
20,2021-11-04 20,0.098,0.8967777777777778,0.005222222222222222,9
21,2021-11-04 21,0.09249999999999999,0.8928333333333334,0.014666666666666666,6
22,2021-11-04 22,0.0,0.9603333333333334,0.03966666666666666,3
23,2021-11-04 23,0.1775,0.8225,0.0,2
0,2021-11-05 00,0.052,0.891,0.058,1
1,2021-11-05 01,0.0,0.9552499999999999,0.04475,4
2,2021-11-05 02,0.0,1.0,0.0,2
3,2021-11-05 03,0.1995,0.752,0.0485,2
4,2021-11-05 04,0.074,0.8986000000000001,0.027200000000000002,5
5,2021-11-05 05,0.22,0.707,0.073,1
6,2021-11-05 06,0.0,1.0,0.0,2
7,2021-11-05 07,0.12,0.88,0.0,3
8,2021-11-05 08,0.20833333333333334,0.6863333333333334,0.10533333333333333,3
9,2021-11-05 09,0.221,0.779,0.0,1
10,2021-11-05 10,0.0,1.0,0.0,2
11,2021-11-05 11,0.051,0.9490000000000001,0.0,2
12,2021-11-05 12,0.0407,0.8297000000000001,0.1296,10
13,2021-11-05 13,0.0,1.0,0.0,2
14,2021-11-05 14,0.10188888888888889,0.787,0.0,9
15,2021-11-05 15,0.1406,0.8593999999999999,0.0,5
16,2021-11-05 16,0.09230000000000001,0.9077,0.0,10
17,2021-11-05 17,0.15613333333333335,0.834,0.009866666666666666,30
18,2021-11-05 18,0.20144827586206895,0.7985517241379311,0.0,29
19,2021-11-05 19,0.13186363636363635,0.8622727272727272,0.005863636363636363,22
20,2021-11-05 20,0.16965789473684212,0.8217368421052631,0.008605263157894737,38
21,2021-11-05 21,0.11581981981981981,0.8686486486486487,0.015531531531531532,111
22,2021-11-05 22,0.12464062499999999,0.8485,0.02690625,64
23,2021-11-05 23,0.12113793103448275,0.8636206896551725,0.015241379310344827,29
0,2021-11-08 00,0.07228571428571429,0.9027857142857142,0.02492857142857143,14
1,2021-11-08 01,0.0985,0.8894375,0.0120625,16
2,2021-11-08 02,0.080625,0.87775,0.041624999999999995,8
3,2021-11-08 03,0.05388235294117647,0.9400000000000001,0.006117647058823529,17
